column00,Unnamed: 0,TermName,StudentID,StudentDateOfBirth,StudentGender,Grade,Subject,Course,TestName,TestID,TestStartDate,TestStartTime,TestDurationMinutes,TestRITScore,TestStandardError,TestPercentile,AchievementQuintile,PercentCorrect,RapidGuessingPercentage,LexileScore,LexileMin,LexileMax,Goal1Name,Goal1RitScore,Goal1Adjective,Goal2Name,Goal2RitScore,Goal2Adjective,Goal3Name,Goal3RitScore,Goal3Adjective,Goal4Name,Goal4RitScore,Goal4Adjective,Goal5Name,Goal5RitScore,Goal5Adjective,TestStartDateTime,Year,ClassOf,Season
1626,1626,Fall 2021-2022,622408,2004-12-28,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,715126078,2021-09-29,09:08:18,62,232,2.9,51.0,Avg,51,0.0,,,,Operations and Algebraic Thinking,227,Avg,The Real and Complex Number Systems,232,Avg,Geometry,242,HiAvg,Statistics and Probability,226.0,LoAvg,,,,2021-09-29 09:08:18,2021-2022,2023,Fall
1629,1629,Fall 2021-2022,739929,2004-10-28,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,715125892,2021-09-29,09:04:19,57,260,2.9,92.0,High,50,2.0,,,,Operations and Algebraic Thinking,262,High,The Real and Complex Number Systems,253,High,Geometry,273,High,Statistics and Probability,249.0,HiAvg,,,,2021-09-29 09:04:19,2021-2022,2023,Fall
1632,1632,Fall 2021-2022,835904,2005-06-26,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,715125958,2021-09-29,09:08:04,54,248,3.0,79.0,HiAvg,54,0.0,,,,Operations and Algebraic Thinking,246,HiAvg,The Real and Complex Number Systems,246,HiAvg,Geometry,251,High,Statistics and Probability,249.0,HiAvg,,,,2021-09-29 09:08:04,2021-2022,2023,Fall
1635,1635,Fall 2021-2022,884239,2005-06-15,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,715126483,2021-09-29,09:07:15,75,258,3.1,92.0,High,56,0.0,,,,Operations and Algebraic Thinking,247,HiAvg,The Real and Complex Number Systems,255,High,Geometry,257,High,Statistics and Probability,272.0,High,,,,2021-09-29 09:07:15,2021-2022,2024,Fall
1638,1638,Fall 2021-2022,964803,2004-11-05,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,715126085,2021-09-29,09:08:07,57,229,3.1,45.0,Avg,58,0.0,,,,Operations and Algebraic Thinking,224,LoAvg,The Real and Complex Number Systems,216,LoAvg,Geometry,239,HiAvg,Statistics and Probability,238.0,HiAvg,,,,2021-09-29 09:08:07,2021-2022,2023,Fall
1641,1641,Fall 2021-2022,969768,2005-05-10,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,715126080,2021-09-29,09:07:11,37,191,2.9,3.0,Low,51,0.0,,,,Operations and Algebraic Thinking,192,Low,The Real and Complex Number Systems,194,Low,Geometry,184,Low,Statistics and Probability,194.0,Low,,,,2021-09-29 09:07:11,2021-2022,2024,Fall
1644,1644,Fall 2021-2022,978077,2006-06-07,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,715126228,2021-09-29,09:17:58,62,230,3.0,52.0,Avg,47,0.0,,,,Operations and Algebraic Thinking,230,Avg,The Real and Complex Number Systems,224,LoAvg,Geometry,232,Avg,Statistics and Probability,235.0,HiAvg,,,,2021-09-29 09:17:58,2021-2022,2024,Fall
1647,1647,Fall 2021-2022,979980,2004-10-17,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,715126346,2021-09-29,09:08:20,86,257,2.9,89.0,High,50,0.0,,,,Operations and Algebraic Thinking,258,High,The Real and Complex Number Systems,256,High,Geometry,259,High,Statistics and Probability,256.0,High,,,,2021-09-29 09:08:20,2021-2022,2023,Fall
1650,1650,Winter 2021-2022,108812,2005-03-19,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992876,2022-02-03,09:00:00,75,255,2.9,85.0,High,52,0.0,,,,Operations and Algebraic Thinking,254,High,The Real and Complex Number Systems,256,High,Geometry,254,High,Statistics and Probability,256.0,High,,,,2022-02-03 09:00:00,2021-2022,2023,Winter
1653,1653,Winter 2021-2022,1200447,2006-02-02,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992569,2022-02-03,09:22:45,58,244,2.9,78.0,HiAvg,49,0.0,,,,Operations and Algebraic Thinking,247,High,The Real and Complex Number Systems,243,HiAvg,Geometry,243,HiAvg,Statistics and Probability,243.0,HiAvg,,,,2022-02-03 09:22:45,2021-2022,2025,Winter
1656,1656,Winter 2021-2022,1203436,2006-10-29,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992710,2022-02-03,08:59:29,63,240,2.9,71.0,HiAvg,52,0.0,,,,Operations and Algebraic Thinking,252,High,The Real and Complex Number Systems,249,High,Geometry,221,LoAvg,Statistics and Probability,239.0,HiAvg,,,,2022-02-03 08:59:29,2021-2022,2025,Winter
1659,1659,Winter 2021-2022,1205294,2005-05-05,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745993042,2022-02-03,09:27:37,70,251,3.1,80.0,HiAvg,44,6.0,,,,Operations and Algebraic Thinking,254,High,The Real and Complex Number Systems,255,High,Geometry,247,HiAvg,Statistics and Probability,248.0,HiAvg,,,,2022-02-03 09:27:37,2021-2022,2023,Winter
1662,1662,Winter 2021-2022,1205598,2005-08-14,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992967,2022-02-03,09:19:12,72,243,3.1,68.0,HiAvg,47,0.0,,,,Operations and Algebraic Thinking,250,HiAvg,The Real and Complex Number Systems,244,HiAvg,Geometry,235,Avg,Statistics and Probability,246.0,HiAvg,,,,2022-02-03 09:19:12,2021-2022,2023,Winter
1665,1665,Winter 2021-2022,1206097,2006-01-21,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992915,2022-02-03,09:14:14,67,254,3.0,87.0,High,48,2.0,,,,Operations and Algebraic Thinking,254,High,The Real and Complex Number Systems,251,High,Geometry,256,High,Statistics and Probability,254.0,High,,,,2022-02-03 09:14:14,2021-2022,2024,Winter
1668,1668,Winter 2021-2022,1208784,2006-07-31,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745276795,2022-02-03,09:14:13,111,250,3.0,82.0,High,47,0.0,,,,Operations and Algebraic Thinking,250,High,The Real and Complex Number Systems,243,HiAvg,Geometry,257,High,Statistics and Probability,248.0,HiAvg,,,,2022-02-03 09:14:13,2021-2022,2024,Winter
1671,1671,Winter 2021-2022,1208791,2005-07-07,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992499,2022-02-03,09:14:24,55,252,3.0,84.0,High,46,4.0,,,,Operations and Algebraic Thinking,251,High,The Real and Complex Number Systems,253,High,Geometry,256,High,Statistics and Probability,248.0,HiAvg,,,,2022-02-03 09:14:24,2021-2022,2024,Winter
1674,1674,Winter 2021-2022,1208797,2006-06-14,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,744679450,2022-02-08,11:04:46,107,228,3.0,44.0,Avg,45,0.0,,,,Operations and Algebraic Thinking,234,Avg,The Real and Complex Number Systems,225,LoAvg,Geometry,229,Avg,Statistics and Probability,224.0,LoAvg,,,,2022-02-08 11:04:46,2021-2022,2024,Winter
1677,1677,Winter 2021-2022,1208799,2006-06-08,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992892,2022-02-03,09:12:13,51,227,3.1,42.0,Avg,57,0.0,,,,Operations and Algebraic Thinking,231,Avg,The Real and Complex Number Systems,218,LoAvg,Geometry,227,Avg,Statistics and Probability,234.0,Avg,,,,2022-02-03 09:12:13,2021-2022,2024,Winter
1680,1680,Winter 2021-2022,1208801,2006-01-02,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745993043,2022-02-03,09:14:16,55,252,2.9,84.0,High,49,0.0,,,,Operations and Algebraic Thinking,251,High,The Real and Complex Number Systems,255,High,Geometry,253,High,Statistics and Probability,249.0,HiAvg,,,,2022-02-03 09:14:16,2021-2022,2024,Winter
1683,1683,Winter 2021-2022,1208829,2007-04-06,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992510,2022-02-03,08:59:31,50,255,2.9,91.0,High,54,0.0,,,,Operations and Algebraic Thinking,261,High,The Real and Complex Number Systems,252,High,Geometry,253,High,Statistics and Probability,252.0,High,,,,2022-02-03 08:59:31,2021-2022,2025,Winter
1686,1686,Winter 2021-2022,1208833,2007-01-25,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745276854,2022-02-03,09:22:38,79,253,2.9,89.0,High,54,0.0,,,,Operations and Algebraic Thinking,252,High,The Real and Complex Number Systems,255,High,Geometry,247,High,Statistics and Probability,257.0,High,,,,2022-02-03 09:22:38,2021-2022,2025,Winter
1689,1689,Winter 2021-2022,1208842,2007-02-13,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745277006,2022-02-03,09:35:22,104,241,2.9,73.0,HiAvg,46,0.0,,,,Operations and Algebraic Thinking,250,High,The Real and Complex Number Systems,247,High,Geometry,227,Avg,Statistics and Probability,244.0,HiAvg,,,,2022-02-03 09:35:22,2021-2022,2025,Winter
1692,1692,Winter 2021-2022,1208848,2006-03-23,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992479,2022-02-03,09:22:37,49,255,2.9,91.0,High,50,0.0,,,,Operations and Algebraic Thinking,256,High,The Real and Complex Number Systems,254,High,Geometry,250,High,Statistics and Probability,260.0,High,,,,2022-02-03 09:22:37,2021-2022,2025,Winter
1695,1695,Winter 2021-2022,1209288,2007-05-31,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992977,2022-02-03,09:13:04,41,217,2.9,28.0,LoAvg,58,0.0,,,,Operations and Algebraic Thinking,220,LoAvg,The Real and Complex Number Systems,211,Low,Geometry,205,Low,Statistics and Probability,231.0,Avg,,,,2022-02-03 09:13:04,2021-2022,2025,Winter
1698,1698,Winter 2021-2022,1209648,2007-09-05,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745276941,2022-02-03,08:59:35,106,262,2.9,95.0,High,50,0.0,,,,Operations and Algebraic Thinking,258,High,The Real and Complex Number Systems,269,High,Geometry,256,High,Statistics and Probability,264.0,High,,,,2022-02-03 08:59:35,2021-2022,2025,Winter
1701,1701,Winter 2021-2022,1209650,2006-09-23,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992668,2022-02-03,09:24:13,43,214,2.9,23.0,LoAvg,55,0.0,,,,Operations and Algebraic Thinking,211,Low,The Real and Complex Number Systems,218,LoAvg,Geometry,209,Low,Statistics and Probability,219.0,LoAvg,,,,2022-02-03 09:24:13,2021-2022,2025,Winter
1704,1704,Winter 2021-2022,1209657,2007-05-12,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745276947,2022-02-03,09:24:57,120,243,2.9,76.0,HiAvg,51,0.0,,,,Operations and Algebraic Thinking,239,HiAvg,The Real and Complex Number Systems,234,Avg,Geometry,246,HiAvg,Statistics and Probability,251.0,High,,,,2022-02-03 09:24:57,2021-2022,2025,Winter
1707,1707,Winter 2021-2022,1211467,2007-03-15,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745993001,2022-02-03,08:59:58,79,244,2.9,78.0,HiAvg,52,0.0,,,,Operations and Algebraic Thinking,243,HiAvg,The Real and Complex Number Systems,242,HiAvg,Geometry,247,High,Statistics and Probability,243.0,HiAvg,,,,2022-02-03 08:59:58,2021-2022,2025,Winter
1710,1710,Winter 2021-2022,1211739,2006-12-22,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745277243,2022-02-03,09:22:45,89,222,2.9,37.0,LoAvg,48,0.0,,,,Operations and Algebraic Thinking,223,LoAvg,The Real and Complex Number Systems,222,LoAvg,Geometry,221,LoAvg,Statistics and Probability,221.0,LoAvg,,,,2022-02-03 09:22:45,2021-2022,2025,Winter
1713,1713,Winter 2021-2022,1212709,2006-04-18,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992504,2022-02-03,09:12:02,58,249,2.9,81.0,High,51,0.0,,,,Operations and Algebraic Thinking,259,High,The Real and Complex Number Systems,246,HiAvg,Geometry,251,High,Statistics and Probability,241.0,HiAvg,,,,2022-02-03 09:12:02,2021-2022,2024,Winter
1716,1716,Winter 2021-2022,1219953,2007-04-21,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992399,2022-02-03,08:59:31,60,240,2.9,71.0,HiAvg,50,0.0,,,,Operations and Algebraic Thinking,246,HiAvg,The Real and Complex Number Systems,245,HiAvg,Geometry,234,Avg,Statistics and Probability,236.0,HiAvg,,,,2022-02-03 08:59:31,2021-2022,2025,Winter
1719,1719,Winter 2021-2022,1221834,2007-03-06,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992637,2022-02-03,09:25:08,62,254,2.9,90.0,High,51,1.9608,,,,Operations and Algebraic Thinking,265,High,The Real and Complex Number Systems,249,High,Geometry,245,HiAvg,Statistics and Probability,254.0,High,,,,2022-02-03 09:25:08,2021-2022,2025,Winter
1722,1722,Winter 2021-2022,1221836,2007-02-13,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992850,2022-02-03,08:59:36,60,242,2.9,75.0,HiAvg,51,0.0,,,,Operations and Algebraic Thinking,242,HiAvg,The Real and Complex Number Systems,248,High,Geometry,234,Avg,Statistics and Probability,246.0,HiAvg,,,,2022-02-03 08:59:36,2021-2022,2025,Winter
1725,1725,Winter 2021-2022,1221837,2006-10-25,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745277034,2022-02-03,08:59:38,143,254,2.9,90.0,High,48,0.0,,,,Operations and Algebraic Thinking,257,High,The Real and Complex Number Systems,244,HiAvg,Geometry,259,High,Statistics and Probability,258.0,High,,,,2022-02-03 08:59:38,2021-2022,2025,Winter
1728,1728,Winter 2021-2022,1221838,2007-02-14,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992957,2022-02-03,08:59:33,82,256,2.9,91.0,High,52,0.0,,,,Operations and Algebraic Thinking,262,High,The Real and Complex Number Systems,249,High,Geometry,260,High,Statistics and Probability,254.0,High,,,,2022-02-03 08:59:33,2021-2022,2025,Winter
1731,1731,Winter 2021-2022,1221842,2006-01-10,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992634,2022-02-03,09:12:12,137,267,3.0,96.0,High,50,0.0,,,,Operations and Algebraic Thinking,278,High,The Real and Complex Number Systems,262,High,Geometry,263,High,Statistics and Probability,263.0,High,,,,2022-02-03 09:12:12,2021-2022,2024,Winter
1734,1734,Winter 2021-2022,1224828,2007-04-29,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992473,2022-02-03,08:59:33,85,272,2.9,98.0,High,52,0.0,,,,Operations and Algebraic Thinking,265,High,The Real and Complex Number Systems,285,High,Geometry,269,High,Statistics and Probability,268.0,High,,,,2022-02-03 08:59:33,2021-2022,2025,Winter
1737,1737,Winter 2021-2022,1226462,2006-07-26,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992828,2022-02-03,09:14:25,43,241,3.0,68.0,HiAvg,43,7.8431,,,,Operations and Algebraic Thinking,256,High,The Real and Complex Number Systems,247,HiAvg,Geometry,242,HiAvg,Statistics and Probability,216.0,LoAvg,,,,2022-02-03 09:14:25,2021-2022,2024,Winter
1740,1740,Winter 2021-2022,1232073,2006-10-26,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992505,2022-02-03,08:59:35,76,237,2.9,66.0,HiAvg,54,0.0,,,,Operations and Algebraic Thinking,244,HiAvg,The Real and Complex Number Systems,241,HiAvg,Geometry,233,Avg,Statistics and Probability,230.0,Avg,,,,2022-02-03 08:59:35,2021-2022,2025,Winter
1743,1743,Winter 2021-2022,1233383,2005-05-09,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745548555,2022-02-03,09:15:05,82,244,3.0,69.0,HiAvg,47,9.8039,,,,Operations and Algebraic Thinking,253,High,The Real and Complex Number Systems,242,HiAvg,Geometry,247,HiAvg,Statistics and Probability,237.0,Avg,,,,2022-02-03 09:15:05,2021-2022,2023,Winter
1746,1746,Winter 2021-2022,1242394,2004-10-11,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992806,2022-02-03,08:59:46,39,227,3.0,38.0,LoAvg,49,3.7736,,,,Operations and Algebraic Thinking,224,LoAvg,The Real and Complex Number Systems,229,Avg,Geometry,224,LoAvg,Statistics and Probability,233.0,Avg,,,,2022-02-03 08:59:46,2021-2022,2023,Winter
1749,1749,Winter 2021-2022,1242563,2004-10-26,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992606,2022-02-03,09:15:16,77,251,2.9,80.0,HiAvg,51,0.0,,,,Operations and Algebraic Thinking,246,HiAvg,The Real and Complex Number Systems,251,HiAvg,Geometry,263,High,Statistics and Probability,244.0,HiAvg,,,,2022-02-03 09:15:16,2021-2022,2023,Winter
1752,1752,Winter 2021-2022,124450,2005-05-12,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992899,2022-02-03,09:04:41,113,275,3.0,98.0,High,54,0.0,,,,Operations and Algebraic Thinking,283,High,The Real and Complex Number Systems,277,High,Geometry,275,High,Statistics and Probability,265.0,High,,,,2022-02-03 09:04:41,2021-2022,2023,Winter
1755,1755,Winter 2021-2022,1246021,2007-02-16,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745276950,2022-02-03,09:22:34,99,238,2.9,68.0,HiAvg,49,0.0,,,,Operations and Algebraic Thinking,235,HiAvg,The Real and Complex Number Systems,240,HiAvg,Geometry,240,HiAvg,Statistics and Probability,235.0,HiAvg,,,,2022-02-03 09:22:34,2021-2022,2025,Winter
1758,1758,Winter 2021-2022,1246023,2006-07-29,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745993028,2022-02-03,09:27:02,65,241,2.9,68.0,HiAvg,47,0.0,,,,Operations and Algebraic Thinking,237,HiAvg,The Real and Complex Number Systems,245,HiAvg,Geometry,244,HiAvg,Statistics and Probability,237.0,HiAvg,,,,2022-02-03 09:27:02,2021-2022,2024,Winter
1761,1761,Winter 2021-2022,1246025,2005-05-30,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745548246,2022-02-03,09:20:18,100,227,2.9,42.0,Avg,49,0.0,,,,Operations and Algebraic Thinking,224,LoAvg,The Real and Complex Number Systems,227,Avg,Geometry,231,Avg,Statistics and Probability,228.0,Avg,,,,2022-02-03 09:20:18,2021-2022,2024,Winter
1764,1764,Winter 2021-2022,1250314,2006-02-19,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992597,2022-02-03,09:14:14,44,233,2.9,53.0,Avg,53,0.0,,,,Operations and Algebraic Thinking,235,Avg,The Real and Complex Number Systems,233,Avg,Geometry,236,Avg,Statistics and Probability,227.0,Avg,,,,2022-02-03 09:14:14,2021-2022,2024,Winter
1767,1767,Winter 2021-2022,1256295,2005-07-11,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992548,2022-02-03,08:59:48,38,219,2.9,24.0,LoAvg,46,1.9231,,,,Operations and Algebraic Thinking,222,LoAvg,The Real and Complex Number Systems,225,LoAvg,Geometry,223,LoAvg,Statistics and Probability,209.0,Low,,,,2022-02-03 08:59:48,2021-2022,2023,Winter
1770,1770,Winter 2021-2022,1256362,2006-09-13,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992669,2022-02-03,09:25:41,78,237,2.9,66.0,HiAvg,45,1.8868,,,,Operations and Algebraic Thinking,244,HiAvg,The Real and Complex Number Systems,228,Avg,Geometry,239,HiAvg,Statistics and Probability,238.0,HiAvg,,,,2022-02-03 09:25:41,2021-2022,2025,Winter
1773,1773,Winter 2021-2022,1261852,2007-03-09,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992400,2022-02-03,09:22:38,40,219,3.0,31.0,LoAvg,55,0.0,,,,Operations and Algebraic Thinking,222,LoAvg,The Real and Complex Number Systems,211,Low,Geometry,222,LoAvg,Statistics and Probability,222.0,LoAvg,,,,2022-02-03 09:22:38,2021-2022,2025,Winter
1776,1776,Winter 2021-2022,1261853,2005-11-02,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992425,2022-02-03,09:12:11,60,245,2.9,75.0,HiAvg,55,0.0,,,,Operations and Algebraic Thinking,235,Avg,The Real and Complex Number Systems,264,High,Geometry,239,HiAvg,Statistics and Probability,240.0,HiAvg,,,,2022-02-03 09:12:11,2021-2022,2024,Winter
1779,1779,Winter 2021-2022,1261857,2005-12-14,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992838,2022-02-03,09:14:22,77,233,2.9,53.0,Avg,45,0.0,,,,Operations and Algebraic Thinking,239,HiAvg,The Real and Complex Number Systems,234,Avg,Geometry,237,HiAvg,Statistics and Probability,223.0,LoAvg,,,,2022-02-03 09:14:22,2021-2022,2024,Winter
1782,1782,Winter 2021-2022,1261869,2005-02-03,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992571,2022-02-03,09:04:11,58,256,3.0,86.0,High,49,1.9608,,,,Operations and Algebraic Thinking,248,HiAvg,The Real and Complex Number Systems,254,High,Geometry,259,High,Statistics and Probability,265.0,High,,,,2022-02-03 09:04:11,2021-2022,2023,Winter
1785,1785,Winter 2021-2022,1270043,2007-07-23,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745277190,2022-02-03,09:26:07,103,263,2.9,96.0,High,48,0.0,,,,Operations and Algebraic Thinking,268,High,The Real and Complex Number Systems,271,High,Geometry,248,High,Statistics and Probability,268.0,High,,,,2022-02-03 09:26:07,2021-2022,2025,Winter
1788,1788,Winter 2021-2022,1271023,2006-01-20,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745993007,2022-02-03,09:14:20,40,243,2.9,72.0,HiAvg,53,1.8868,,,,Operations and Algebraic Thinking,247,HiAvg,The Real and Complex Number Systems,236,Avg,Geometry,236,Avg,Statistics and Probability,252.0,High,,,,2022-02-03 09:14:20,2021-2022,2024,Winter
1791,1791,Winter 2021-2022,1274334,2005-12-21,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992655,2022-02-03,09:14:35,52,225,3.0,38.0,LoAvg,58,0.0,,,,Operations and Algebraic Thinking,233,Avg,The Real and Complex Number Systems,226,LoAvg,Geometry,223,LoAvg,Statistics and Probability,218.0,LoAvg,,,,2022-02-03 09:14:35,2021-2022,2024,Winter
1794,1794,Winter 2021-2022,1282541,2007-05-17,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992353,2022-02-03,09:24:56,61,272,2.9,98.0,High,54,0.0,,,,Operations and Algebraic Thinking,273,High,The Real and Complex Number Systems,270,High,Geometry,265,High,Statistics and Probability,279.0,High,,,,2022-02-03 09:24:56,2021-2022,2025,Winter
1797,1797,Winter 2021-2022,1282552,2005-05-27,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992609,2022-02-03,08:59:58,53,253,3.0,82.0,High,49,0.0,,,,Operations and Algebraic Thinking,253,High,The Real and Complex Number Systems,258,High,Geometry,256,High,Statistics and Probability,246.0,HiAvg,,,,2022-02-03 08:59:58,2021-2022,2023,Winter
1800,1800,Winter 2021-2022,1286632,2007-02-07,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992912,2022-02-03,09:14:24,56,254,2.9,87.0,High,49,0.0,,,,Operations and Algebraic Thinking,250,High,The Real and Complex Number Systems,248,HiAvg,Geometry,260,High,Statistics and Probability,260.0,High,,,,2022-02-03 09:14:24,2021-2022,2024,Winter
1803,1803,Winter 2021-2022,1287165,2005-02-14,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992443,2022-02-03,09:09:50,38,228,2.9,40.0,LoAvg,51,0.0,,,,Operations and Algebraic Thinking,233,Avg,The Real and Complex Number Systems,234,Avg,Geometry,220,LoAvg,Statistics and Probability,223.0,LoAvg,,,,2022-02-03 09:09:50,2021-2022,2023,Winter
1806,1806,Winter 2021-2022,1288447,2007-07-14,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745992367,2022-02-03,08:59:34,68,240,2.9,71.0,HiAvg,53,3.9216,,,,Operations and Algebraic Thinking,242,HiAvg,The Real and Complex Number Systems,249,High,Geometry,232,Avg,Statistics and Probability,238.0,HiAvg,,,,2022-02-03 08:59:34,2021-2022,2025,Winter
1809,1809,Winter 2021-2022,1294035,2006-04-12,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745548531,2022-02-07,12:23:50,38,240,2.9,62.0,HiAvg,47,0.0,,,,Operations and Algebraic Thinking,244,HiAvg,The Real and Complex Number Systems,240,HiAvg,Geometry,240,HiAvg,Statistics and Probability,235.0,Avg,,,,2022-02-07 12:23:50,2021-2022,2023,Winter
1812,1812,Winter 2021-2022,1294036,2005-01-24,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745548550,2022-02-03,09:26:17,80,258,2.9,88.0,High,52,0.0,,,,Operations and Algebraic Thinking,255,High,The Real and Complex Number Systems,244,HiAvg,Geometry,270,High,Statistics and Probability,265.0,High,,,,2022-02-03 09:26:17,2021-2022,2023,Winter
1815,1815,Winter 2021-2022,1299796,2006-10-07,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,744679273,2022-02-08,13:04:44,109,255,2.9,91.0,High,51,0.0,,,,Operations and Algebraic Thinking,254,High,The Real and Complex Number Systems,257,High,Geometry,254,High,Statistics and Probability,254.0,High,,,,2022-02-08 13:04:44,2021-2022,2025,Winter
1818,1818,Winter 2021-2022,1299939,2004-11-10,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745548442,2022-02-07,14:03:47,61,226,3.0,36.0,LoAvg,43,7.5472,,,,Operations and Algebraic Thinking,234,Avg,The Real and Complex Number Systems,228,LoAvg,Geometry,223,LoAvg,Statistics and Probability,218.0,LoAvg,,,,2022-02-07 14:03:47,2021-2022,2023,Winter
1821,1821,Winter 2021-2022,1306370,2006-05-04,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745993003,2022-02-03,09:14:19,79,260,2.9,92.0,High,50,2.0,,,,Operations and Algebraic Thinking,263,High,The Real and Complex Number Systems,254,High,Geometry,265,High,Statistics and Probability,258.0,High,,,,2022-02-03 09:14:19,2021-2022,2024,Winter
1824,1824,Winter 2021-2022,1308931,2006-10-09,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,745277108,2022-02-03,09:22:39,80,238,2.9,68.0,HiAvg,51,0.0,,,,Operations and Algebraic Thinking,241,HiAvg,The Real and Complex Number Systems,234,Avg,Geometry,237,HiAvg,Statistics and Probability,238.0,HiAvg,,,,2022-02-03 09:22:39,2021-2022,2025,Winter
